"result1" "result2" "result3" "result4"
"338" "매장명= 문래동" "주소와 전화번호= 서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)
02-758-8324" "위도= 37.519602" "경도= 126.889652"
"339" "매장명= 신세계영등포B" "주소와 전화번호= 서울특별시 영등포구 영중로 9, 신세계백화점 B관 1층 (영등포동4가)
02-2639-4058" "위도= 37.517162" "경도= 126.905608"
"340" "매장명= 여의도호성" "주소와 전화번호= 서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)
02-758-8379" "위도= 37.520176" "경도= 126.929426"
"341" "매장명= 타임스퀘어B2" "주소와 전화번호= 서울특별시 영등포구 영중로 15, 타임스퀘어 단지 지하2층 (영등포동4가)
02-758-8415" "위도= 37.516985" "경도= 126.903387"
"342" "매장명= 영등포본동" "주소와 전화번호= 서울특별시 영등포구 영등포로 254 (영등포동3가)
02-758-8335" "위도= 37.518713" "경도= 126.909559"
"343" "매장명= 타임스퀘어" "주소와 전화번호= 서울특별시 영등포구 영중로 15 (영등포동4가) 타임스퀘어
02-758-8303" "위도= 37.516985" "경도= 126.903387"
"344" "매장명= 여의도의사당" "주소와 전화번호= 서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)
02-758-8348" "위도= 37.530023" "경도= 126.92109"
"345" "매장명= 여의도IFC(1F)" "주소와 전화번호= 서울특별시 영등포구 국제금융로 10 (여의도동)
02-6137-9955" "위도= 37.525273" "경도= 126.924668"
"346" "매장명= 불광역" "주소와 전화번호= 서울시 은평구 통일로 715
02-352-3711" "위도= 37.6093820" "경도= 126.9303971"
"347" "매장명= 구파발사거리" "주소와 전화번호= 서울시 은평구 진관3로 21 은평엘크루 101동 105-108호
02-389-3557" "위도= 37.639617" "경도= 126.91881"
"348" "매장명= 연신내역사거리" "주소와 전화번호= 서울특별시 은평구 통일로 842 (불광동)
02-358-3491" "위도= 37.618620" "경도= 126.922062"
"349" "매장명= 연신내" "주소와 전화번호= 서울특별시 은평구 통일로 867 (갈현동)
02-388-3348" "위도= 37.620417" "경도= 126.919913"
"350" "매장명= 구파발역" "주소와 전화번호= 서울특별시 은평구 진관2로 12
02-758-8934" "위도= 37.63446" "경도= 126.918881"
"351" "매장명= 은평구청입구" "주소와 전화번호= 서울특별시 은평구 은평로 170 (응암동)
02-758-8762" "위도= 37.601042" "경도= 126.926789"
"352" "매장명= 은평이마트" "주소와 전화번호= 서울특별시 은평구 은평로 111 (응암동)
02-758-8139" "위도= 37.60037923" "경도= 126.9202735"
"353" "매장명= 구산역" "주소와 전화번호= 서울특별시 은평구 연서로 146 (대조동)
02-758-8515" "위도= 37.611745" "경도= 126.917678"
"354" "매장명= 연합뉴스" "주소와 전화번호= 서울특별시 종로구 율곡로2길 25 (수송동)
02-730-3742" "위도= 37.5743289" "경도= 126.9804590000005"
"355" "매장명= 혜화역" "주소와 전화번호= 서울시 종로구 대학로12길 4 1~2층
02-742-3673" "위도= 37.5824779" "경도= 127.0021850"
"356" "매장명= 경희궁로" "주소와 전화번호= 서울특별시 종로구 새문안로3길 15 (당주동)
02-730-3761" "위도= 37.571759" "경도= 126.972343"
"357" "매장명= 종로평창동" "주소와 전화번호= 서울특별시 종로구 평창12길 3 (평창동)
02-396-3631" "위도= 37.606149" "경도= 126.967213"
"358" "매장명= 광화문우체국" "주소와 전화번호= 서울특별시 종로구 종로 6 (서린동)
02-733-3592" "위도= 37.569854" "경도= 126.978083"
"359" "매장명= 더종로R" "주소와 전화번호= 서울특별시 종로구 종로 51 (종로2가)
02-722-3507" "위도= 37.570804" "경도= 126.983494"
"360" "매장명= 독립문역" "주소와 전화번호= 서울특별시 종로구 통일로 168-1 (교남동)
02-737-3544" "위도= 37.571432" "경도= 126.961269"
"361" "매장명= 정부서울청사R" "주소와 전화번호= 서울특별시 종로구 새문안로5가길 28 (적선동)
02-722-3549" "위도= 37.574411" "경도= 126.973571"
"362" "매장명= 동묘앞역" "주소와 전화번호= 서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부
02-2234-4265" "위도= 37.572700" "경도= 127.016072"
"363" "매장명= 종로구청" "주소와 전화번호= 서울특별시 종로구 삼봉로 71 (수송동)
02-6281-3272" "위도= 37.572662" "경도= 126.981138"
"364" "매장명= 북촌로" "주소와 전화번호= 서울특별시 종로구 북촌로4길 23 (계동)
02-758-8827" "위도= 37.579462" "경도= 126.986431"
"365" "매장명= 종로수송" "주소와 전화번호= 서울특별시 종로구 종로5길 30 (청진동) 1~3층
02-758-8818" "위도= 37.5714931" "경도= 126.9807831"
"366" "매장명= 새문안로" "주소와 전화번호= 서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩
02-758-8788" "위도= 37.5696597" "경도= 126.9748903"
"367" "매장명= 안국" "주소와 전화번호= 서울특별시 종로구 북촌로 5-1 (재동)
02-758-8779" "위도= 37.577338" "경도= 126.985635"
"368" "매장명= 삼청동" "주소와 전화번호= 서울특별시 종로구 삼청로 111-1 (삼청동)
02-758-8771" "위도= 37.585381" "경도= 126.9817512"
"369" "매장명= 광화문D타워" "주소와 전화번호= 서울특별시 종로구 종로3길 17 (청진동) D타워
02-758-8954" "위도= 37.5714" "경도= 126.9788297"
"370" "매장명= 서울극장" "주소와 전화번호= 서울특별시 종로구 돈화문로 13 (관수동) 서울극장
02-758-8269" "위도= 37.56975769" "경도= 126.9917911"
"371" "매장명= 적선" "주소와 전화번호= 서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)
02-758-8050" "위도= 37.57520431" "경도= 126.9739361"
"372" "매장명= 인사" "주소와 전화번호= 서울특별시 종로구 인사동길 14 (인사동)
02-758-8022" "위도= 37.5721293" "경도= 126.98703490000002"
"373" "매장명= 영풍문고" "주소와 전화번호= 서울특별시 종로구 청계천로 41 (서린동) 영풍빌딩
02-758-8083" "위도= 37.5695584" "경도= 126.9821243"
"374" "매장명= 광화문R" "주소와 전화번호= 서울특별시 종로구 세종대로 167, 현대해상본사사옥 별관내 (세종로)
02-758-8036" "위도= 37.5712293" "경도= 126.9762872"
"375" "매장명= 성대입구" "주소와 전화번호= 서울특별시 종로구 창경궁로 235 (명륜3가)
02-758-8249" "위도= 37.582892" "경도= 126.998392"
"376" "매장명= 스페이스본" "주소와 전화번호= 서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본
02-758-8235" "위도= 37.57532212" "경도= 126.9692494"
"377" "매장명= 주얼리시티" "주소와 전화번호= 서울특별시 종로구 종로 183 (인의동) 효성주얼리시티
02-6744-4882" "위도= 37.57154914" "경도= 126.998705"
"378" "매장명= 종각" "주소와 전화번호= 서울특별시 종로구 종로 64 (종로2가)
02-758-8169" "위도= 37.5699183" "경도= 126.98452810000003"
"379" "매장명= 광교" "주소와 전화번호= 서울특별시 종로구 청계천로 59 (관철동)
02-758-8154" "위도= 37.568928" "경도= 126.9842163"
"380" "매장명= 동숭로아트" "주소와 전화번호= 서울특별시 종로구 동숭길 110 (동숭동)
02-758-8430" "위도= 37.582969" "경도= 127.003876"
"381" "매장명= 종로관철" "주소와 전화번호= 서울특별시 종로구 종로12길 21, 2층 (관철동)
02-758-8360" "위도= 37.569058" "경도= 126.986013"
"382" "매장명= 경복궁역" "주소와 전화번호= 서울특별시 종로구 자하문로4길 6, 1층 (통의동)
02-758-8359" "위도= 37.5771508" "경도= 126.97274530000004"
"383" "매장명= 이마빌딩" "주소와 전화번호= 서울특별시 종로구 종로1길 42 (수송동)
02-758-8405" "위도= 37.5738637" "경도= 126.97897149999994"
"384" "매장명= 대명거리" "주소와 전화번호= 서울특별시 종로구 대명길 5 (명륜4가)
02-758-8316" "위도= 37.58349633" "경도= 127.0011593"
"385" "매장명= 마로니에공원" "주소와 전화번호= 서울특별시 종로구 대학로 116, 1-2층 (동숭동)
02-758-8315" "위도= 37.58154296" "경도= 127.0023412"
"386" "매장명= 종로3가" "주소와 전화번호= 서울특별시 종로구 종로 113-1, 1-4층 (종로3가)
02-758-8339" "위도= 37.5705527" "경도= 126.9902055"
"387" "매장명= 대학로" "주소와 전화번호= 서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)
02-758-8558" "위도= 37.576509" "경도= 127.001449"
"388" "매장명= 경복궁사거리" "주소와 전화번호= 서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)
02-758-8386" "위도= 37.575578" "경도= 126.980581"
"389" "매장명= 종로관수" "주소와 전화번호= 서울특별시 종로구 삼일대로20길 13 (관수동)
02-758-8560" "위도= 37.569385" "경도= 126.988665"
"390" "매장명= 숭례문북창" "주소와 전화번호= 서울특별시 중구 세종대로12길 12 (남대문로4가)
02-3789-3661" "위도= 37.561725" "경도= 126.976838"
"391" "매장명= 동대문두타" "주소와 전화번호= 서울특별시 중구 장충단로 275 (을지로6가)
02-3398-4241" "위도= 37.56892512604548" "경도= 127.00878383484597"
"392" "매장명= 대한상공회의소R" "주소와 전화번호= 서울시 중구 세종대로 39 상공회의소회관 1층
02-6050-1180" "위도= 37.560938" "경도= 126.973702"
"393" "매장명= 명동센트럴" "주소와 전화번호= 서울특별시 중구 명동9길 16 (명동1가)
02-3789-3640" "위도= 37.564669" "경도= 126.985233"
"394" "매장명= 국립중앙의료원" "주소와 전화번호= 서울특별시 중구 을지로 251 (을지로6가)
02-2269-3667" "위도= 37.5665160" "경도= 127.0062376"
"395" "매장명= 동국대" "주소와 전화번호= 서울특별시 중구 서애로 1길 11
02-2269-3296" "위도= 37.561542" "경도= 126.998437"
"396" "매장명= 신세계본점5F" "주소와 전화번호= 서울특별시 중구 소공로 63 (충무로1가)
02-310-1514" "위도= 37.560951" "경도= 126.981134"
"397" "매장명= 을지로내외빌딩R" "주소와 전화번호= 서울특별시 중구 을지로 51 (을지로2가)
02-754-3429" "위도= 37.566479" "경도= 126.983663"
"398" "매장명= 대우재단빌딩" "주소와 전화번호= 서울특별시 중구 퇴계로 18 (남대문로5가)
02-6366-1381" "위도= 37.556781" "경도= 126.975081"
"399" "매장명= 동대문공원" "주소와 전화번호= 서울특별시 중구 장충단로 229 (광희동1가)
02-2279-3345" "위도= 37.565133" "경도= 127.007191"
"400" "매장명= 을지로국제빌딩" "주소와 전화번호= 서울특별시 중구 남대문로 109 (다동)
02-752-3464" "위도= 37.566952" "경도= 126.982219"
"401" "매장명= 동대입구역" "주소와 전화번호= 서울특별시 중구 장충단로 166 (장충동1가)
02-2264-3364" "위도= 37.559593" "경도= 127.006142"
"402" "매장명= 신당역사거리" "주소와 전화번호= 서울특별시 중구 다산로 258 (흥인동)
02-2253-3318" "위도= 37.565807" "경도= 127.016430"
"403" "매장명= 연세세브란스" "주소와 전화번호= 서울특별시 중구 통일로 10 (남대문로5가)
02-2259-3331" "위도= 37.557207" "경도= 126.973540"
"404" "매장명= 회현역" "주소와 전화번호= 서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산
02-758-8986" "위도= 37.5589809" "경도= 126.98074670000005"
"405" "매장명= 을지로경기빌딩" "주소와 전화번호= 서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩
02-758-8981" "위도= 37.567172" "경도= 126.983156"
"406" "매장명= 을지로2가" "주소와 전화번호= 서울특별시 중구 삼일대로 358 (을지로2가)
02-6250-8280" "위도= 37.566347" "경도= 126.988066"
"407" "매장명= 신세계본점6F" "주소와 전화번호= 서울특별시 중구 퇴계로 77 (충무로1가)
02-310-1431" "위도= 37.560381" "경도= 126.980758"
"408" "매장명= 서울중앙우체국" "주소와 전화번호= 서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국
02-758-8979" "위도= 37.561678" "경도= 126.982117"
"409" "매장명= 한국프레스센터" "주소와 전화번호= 서울특별시 중구 세종대로 124 (태평로1가)
02-722-3263" "위도= 37.567381" "경도= 126.977859"
"410" "매장명= 명동중앙로" "주소와 전화번호= 서울특별시 중구 명동길 60 (명동 2가)
02-758-8903" "위도= 37.5637485" "경도= 126.9857723"
"411" "매장명= 약수역" "주소와 전화번호= 서울특별시 중구 다산로 129 (신당동)
02-758-8862" "위도= 37.555437" "경도= 127.0107253"
"412" "매장명= 중구저동" "주소와 전화번호= 서울특별시 중구 수표로 34 (저동2가)
02-758-8857" "위도= 37.5643686" "경도= 126.9903382"
"413" "매장명= 명동길" "주소와 전화번호= 서울특별시 중구 명동10길 41
02-758-8849" "위도= 37.5620695" "경도= 126.9858669"
"414" "매장명= 소공로북창" "주소와 전화번호= 서울특별시 중구 세종대로18길 32 (소공동) 삼원빌딩
02-758-8843" "위도= 37.5636856" "경도= 126.9789237"
"415" "매장명= 서소문로" "주소와 전화번호= 서울특별시 중구 서소문로 120 (서소문동) 대한빌딩
02-758-8832" "위도= 37.563006" "경도= 126.974546"
"416" "매장명= 신당역" "주소와 전화번호= 서울특별시 중구 퇴계로 385, 1층 (흥인동)
02-758-8669" "위도= 37.565522" "경도= 127.014554"
"417" "매장명= 명동메트로" "주소와 전화번호= 서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔
02-758-8764" "위도= 37.565118" "경도= 126.983681"
"418" "매장명= 숭례문" "주소와 전화번호= 서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)
02-758-8087" "위도= 37.55874473" "경도= 126.9730952"
"419" "매장명= 순화동더샵" "주소와 전화번호= 서울특별시 중구 칠패로 27, 1층 (순화동)
02-758-8209" "위도= 37.560072" "경도= 126.971931"
"420" "매장명= 대한극장" "주소와 전화번호= 서울특별시 중구 퇴계로 212 (필동 2가)
02-758-8030" "위도= 37.56105065" "경도= 126.9952735"
"421" "매장명= 소공동" "주소와 전화번호= 서울특별시 중구 소공로 112 (소공동)
02-758-8140" "위도= 37.564448" "경도= 126.979157"
"422" "매장명= 무교동" "주소와 전화번호= 서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층
02-758-8037" "위도= 37.56781712" "경도= 126.978738"
"423" "매장명= 문화일보" "주소와 전화번호= 서울특별시 중구 새문안로 22 (충정로1가) 문화일보
02-758-8047" "위도= 37.56712291" "경도= 126.9686642"
"424" "매장명= 태평로" "주소와 전화번호= 서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)
02-758-8039" "위도= 37.56248285" "경도= 126.9767928"
"425" "매장명= 퍼시픽타워" "주소와 전화번호= 서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)
02-758-8079" "위도= 37.56132157" "경도= 126.9730264"
"426" "매장명= 남산단암" "주소와 전화번호= 서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)
02-758-8306" "위도= 37.55853622" "경도= 126.9754585"
"427" "매장명= 황학캐슬" "주소와 전화번호= 서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아
02-2048-5257" "위도= 37.57124" "경도= 127.022905"
"428" "매장명= 서소문" "주소와 전화번호= 서울특별시 중구 서소문로 130 (서소문동)
02-758-8181" "위도= 37.5633773" "경도= 126.97551290000001"
"429" "매장명= 명동미래" "주소와 전화번호= 서울특별시 중구 명동 7길 8, 2층 (명동 1가)
02-758-8318" "위도= 37.564064" "경도= 126.984487"
"430" "매장명= 을지로삼화타워" "주소와 전화번호= 서울특별시 중구 을지로5길 16 삼화타워1층
02-758-8483" "위도= 37.566902" "경도= 126.984707"
"431" "매장명= 소공로" "주소와 전화번호= 서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)
02-758-8569" "위도= 37.5637273" "경도= 126.98076809999998"
"432" "매장명= 서소문배재" "주소와 전화번호= 서울특별시 중구 서소문로 99 (서소문동)
02-758-8409" "위도= 37.5628481" "경도= 126.97216639999999"
"433" "매장명= 을지로한국빌딩" "주소와 전화번호= 서울특별시 중구 을지로 50, 1층 (을지로 2가)
02-758-8385" "위도= 37.565722" "경도= 126.98329"
"434" "매장명= 순화동에이스" "주소와 전화번호= 서울특별시 중구 통일로 92 (순화동) KG타워
02-758-8372" "위도= 37.563528" "경도= 126.969144"
"435" "매장명= 시청" "주소와 전화번호= 서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)
02-758-8504" "위도= 37.566290" "경도= 126.979808"
"436" "매장명= 시청플러스" "주소와 전화번호= 서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)
02-758-8505" "위도= 37.566338" "경도= 126.980055"
"437" "매장명= 충무로역" "주소와 전화번호= 서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)
02-758-8395" "위도= 37.561499" "경도= 126.993864"
"438" "매장명= 명동역" "주소와 전화번호= 서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)
02-758-8562" "위도= 37.560832" "경도= 126.983095"
"439" "매장명= 남산스테이트" "주소와 전화번호= 서울특별시 중구 퇴계로 100 (회현동2가)
02-758-8539" "위도= 37.560205" "경도= 126.982791"
"440" "매장명= 명동입구" "주소와 전화번호= 서울특별시 중구 남대문로 68-1 (명동2가)
02-758-8506" "위도= 37.563319" "경도= 126.982242"
"441" "매장명= 명일역" "주소와 전화번호= 서울특별시 강동구 양재대로 1647 (명일동)
02-427-3681" "위도= 37.552580" "경도= 127.143799"
"442" "매장명= 강동구청DT" "주소와 전화번호= 서울특별시 강동구 성내로 32 (성내동)
02-489-3652" "위도= 37.529437" "경도= 127.123835"
"443" "매장명= 강동암사DT" "주소와 전화번호= 서울특별시 강동구 고덕로 43 (암사동)
02-426-3583" "위도= 37.555054" "경도= 127.130065"
"444" "매장명= 강동역" "주소와 전화번호= 서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)
02-477-3319" "위도= 37.536047" "경도= 127.133086"
"445" "매장명= 둔촌동" "주소와 전화번호= 서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩
02-478-3240" "위도= 37.522724" "경도= 127.133943"
"446" "매장명= 천호로데오" "주소와 전화번호= 서울특별시 강동구 천호대로 1037 (천호동)
02-758-8923" "위도= 37.5378069" "경도= 127.12730940000006"
"447" "매장명= 천호이마트" "주소와 전화번호= 서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관
02-758-8732" "위도= 37.538933" "경도= 127.125214"
"448" "매장명= 길동역" "주소와 전화번호= 서울특별시 강동구 양재대로 1487 (길동)
02-758-8776" "위도= 37.5387433" "경도= 127.1399879"
"449" "매장명= 상일동" "주소와 전화번호= 서울특별시 강동구 상일로10길 36, 1~2층 (상일동)
02-758-8670" "위도= 37.550072" "경도= 127.174258"
"450" "매장명= 올림픽공원북문" "주소와 전화번호= 서울특별시 강동구 강동대로 171 (성내동)
02-758-8761" "위도= 37.525403" "경도= 127.125932"
"451" "매장명= 천호역" "주소와 전화번호= 서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)
02-758-8296" "위도= 37.53795191" "경도= 127.1245793"
"452" "매장명= 명일이마트" "주소와 전화번호= 서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장
02-758-8752" "위도= 37.553991" "경도= 127.155984"
"453" "매장명= 길동사거리" "주소와 전화번호= 서울특별시 강동구 양재대로 1441, 1층 (길동)
02-758-8342" "위도= 37.5346536" "경도= 127.13839510000002"
"454" "매장명= 신도림" "주소와 전화번호= 서울특별시 구로구 경인로 610 (신도림동)
02-2635-3516" "위도= 37.505517" "경도= 126.883953"
"455" "매장명= 구로디지털타워" "주소와 전화번호= 서울특별시 구로구 디지털로32길 30 (구로동)
02-2103-5088" "위도= 37.483432" "경도= 126.896480"
"456" "매장명= 오류동역" "주소와 전화번호= 서울특별시 구로구 경인로 216 (오류동)
02-758-8775" "위도= 37.4962155" "경도= 126.8448614"
"457" "매장명= 구로디지털로" "주소와 전화번호= 서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)
02-758-8655" "위도= 37.485911" "경도= 126.895587"
"458" "매장명= 신세계아이앤씨" "주소와 전화번호= 서울특별시 구로구 디지털로31길 61, 신세계디지털센터 101호 (구로동)
02-758-8092" "위도= 37.48587904" "경도= 126.8916127"
"459" "매장명= 구로에이스" "주소와 전화번호= 서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)
02-758-8161" "위도= 37.48448329" "경도= 126.8944957"
"460" "매장명= 구로하이엔드" "주소와 전화번호= 서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)
02-758-8340" "위도= 37.481618" "경도= 126.893136"
"461" "매장명= 현대디큐브2F" "주소와 전화번호= 서울특별시 구로구 경인로 662 (신도림동)
02-2210-9237" "위도= 37.508636" "경도= 126.889225"
"462" "매장명= 구로호텔" "주소와 전화번호= 서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)
02-758-8555" "위도= 37.4831293" "경도= 126.89885909999998"
"463" "매장명= 현대디큐브B2" "주소와 전화번호= 서울특별시 구로구 경인로 662 (신도림동)
02-2210-9797" "위도= 37.508828" "경도= 126.889488"
"464" "매장명= 답십리역" "주소와 전화번호= 서울특별시 동대문구 천호대로 263 (답십리동)
02-2245-3417" "위도= 37.568466" "경도= 127.051106"
"465" "매장명= 경희대삼거리" "주소와 전화번호= 서울특별시 동대문구 회기로 141 (회기동)
02-959-3391" "위도= 37.591531" "경도= 127.052017"
"466" "매장명= 외대정문" "주소와 전화번호= 서울특별시 동대문구 이문로 93 (이문동)
02-965-3373" "위도= 37.5953464" "경도= 127.0590302"
"467" "매장명= 신설동역" "주소와 전화번호= 서울특별시 동대문구 왕산로 19 (신설동)
02-758-8942" "위도= 37.5767228" "경도= 127.0255446"
"468" "매장명= 회기역사거리" "주소와 전화번호= 서울특별시 동대문구 이문로 37 (회기동)
02-758-8767" "위도= 37.590784" "경도= 127.056098"
"469" "매장명= 외대" "주소와 전화번호= 서울특별시 동대문구 휘경로 12-1 (이문동)
02-758-8132" "위도= 37.59575188" "경도= 127.0614002"
"470" "매장명= 장한평역" "주소와 전화번호= 서울특별시 동대문구 장한로 10 (장안동)
02-758-8475" "위도= 37.562337" "경도= 127.065511"
"471" "매장명= 경희대" "주소와 전화번호= 서울특별시 동대문구 경희대로 16-1 (회기동)
02-758-8351" "위도= 37.5928812" "경도= 127.05280849999997"
"472" "매장명= 뚝섬역" "주소와 전화번호= 서울특별시 성동구 아차산로 42 (성수동1가)
02-469-3488" "위도= 37.546432" "경도= 127.049042"
"473" "매장명= 황학사거리" "주소와 전화번호= 서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)
02-2294-3409" "위도= 37.567644" "경도= 127.023697"
"474" "매장명= 성수역" "주소와 전화번호= 서울특별시 성동구 성수이로 94 (성수동2가)
02-469-3460" "위도= 37.543193" "경도= 127.056943"
"475" "매장명= 상왕십리역" "주소와 전화번호= 서울특별시 성동구 왕십리로 382 (하왕십리동)
02-2294-3342" "위도= 37.565169" "경도= 127.027907"
"476" "매장명= 왕십리역" "주소와 전화번호= 서울특별시 성동구 왕십리로 326 (도선동)
02-758-8900" "위도= 37.5627541" "경도= 127.0339072"
"477" "매장명= 엔터식스한양대" "주소와 전화번호= 서울특별시 성동구 행당동 왕십리로 241 B1층
02-758-8846" "위도= 37.5570379" "경도= 127.04002"
"478" "매장명= 한양대" "주소와 전화번호= 서울특별시 성동구 왕십리로 225 (행당동)
02-758-8015" "위도= 37.55726984" "경도= 127.0421649"
"479" "매장명= 엔터식스" "주소와 전화번호= 서울특별시 성동구 왕십리광장로 17 (행당동)
02-2200-6250" "위도= 37.56175811" "경도= 127.0383328"
"480" "매장명= 성수이마트" "주소와 전화번호= 서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점
02-758-8282" "위도= 37.5396996" "경도= 127.0530083"
"481" "매장명= 이태원역" "주소와 전화번호= 서울특별시 용산구 이태원로 188 (이태원동)
02-798-9780" "위도= 37.534273" "경도= 126.994789"
"482" "매장명= 한강진역R" "주소와 전화번호= 서울특별시 용산구 이태원로 252 (한남동)
02-797-3556" "위도= 37.537131" "경도= 127.000980"
"483" "매장명= 용산역써밋R" "주소와 전화번호= 서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)
02-749-3550" "위도= 37.527586" "경도= 126.965401"
"484" "매장명= 이촌" "주소와 전화번호= 서울특별시 용산구 이촌로 276 (이촌동)
02-3785-3518" "위도= 37.518605" "경도= 126.977271"
"485" "매장명= 신용산역" "주소와 전화번호= 서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)
02-794-3487" "위도= 37.528702" "경도= 126.966757"
"486" "매장명= 용산파크타워" "주소와 전화번호= 서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)
02-3785-3386" "위도= 37.523818" "경도= 126.970389"
"487" "매장명= 남영동" "주소와 전화번호= 서울특별시 용산구 한강대로 275 (갈월동)
02-3275-3320" "위도= 37.542831" "경도= 126.972242"
"488" "매장명= 한남동R" "주소와 전화번호= 서울특별시 용산구 독서당로 94 (한남동)
070-7831-9088" "위도= 37.534850" "경도= 127.010919"
"489" "매장명= 서울타워" "주소와 전화번호= 서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층
02-319-3246" "위도= 37.551102" "경도= 126.988317"
"490" "매장명= 서울역동자동" "주소와 전화번호= 서울특별시 용산구 한강대로 372 (동자동)
02-758-8734" "위도= 37.551752" "경도= 126.972694"
"491" "매장명= 이태원거리" "주소와 전화번호= 서울특별시 용산구 이태원로 213, 1,2층 (한남동)
02-758-8622" "위도= 37.534988" "경도= 126.99756"
"492" "매장명= 순천향입구" "주소와 전화번호= 서울특별시 용산구 대사관로 67 (한남동)
02-758-8600" "위도= 37.533394" "경도= 127.00563"
"493" "매장명= 숙대" "주소와 전화번호= 서울특별시 용산구 청파로47길 57 (청파동3가)
02-758-8191" "위도= 37.54460479" "경도= 126.9672252"
"494" "매장명= 동빙고" "주소와 전화번호= 서울특별시 용산구 장문로 12 (동빙고동)
02-798-8262" "위도= 37.5289857" "경도= 126.991782"
"495" "매장명= 숙대입구역" "주소와 전화번호= 서울특별시 용산구 한강대로 291 (갈월동)
02-758-8377" "위도= 37.544118" "경도= 126.971891"
"496" "매장명= 용산아이파크몰" "주소와 전화번호= 서울특별시 용산구 한강대로23길 55
02-2012-2907" "위도= 37.5288539" "경도= 126.96404469999993"
"497" "매장명= 동부이촌동" "주소와 전화번호= 서울특별시 용산구 이촌로 198 (이촌동)
02-758-8368" "위도= 37.52111" "경도= 126.96905"
"498" "매장명= 상봉" "주소와 전화번호= 서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)
02-438-5223" "위도= 37.597842" "경도= 127.092509"
"499" "매장명= 중랑역" "주소와 전화번호= 서울특별시 중랑구 망우로30길 3 (상봉동)
02-758-8935" "위도= 37.5930326" "경도= 127.07473579999998"
"500" "매장명= 중랑구청" "주소와 전화번호= 서울특별시 중랑구 신내로 72
02-758-8887" "위도= 37.60538908" "경도= 127.0957558"
"501" "매장명= 사가정역" "주소와 전화번호= 서울특별시 중랑구 면목로 310
02-758-8823" "위도= 37.579594" "경도= 127.087966"
"502" "매장명= 상봉역" "주소와 전화번호= 서울특별시 중랑구 망우로 307, ,3,4번지 (상봉동)
02-758-8486" "위도= 37.59689" "경도= 127.08647"
"503" "매장명= 묵동이마트" "주소와 전화번호= 서울특별시 중랑구 동일로 932, 묵동이마트 B1층 (묵동)
02-758-8370" "위도= 37.613433" "경도= 127.077484"
